node_id,feature_id,value
1959,396,1
1959,424,1
1959,164,1
1959,414,1
1959,182,1
1959,384,1
1959,425,1
1959,59,1
1959,401,1
1959,426,1
1997,300,1
1997,427,1
1997,26,1
1997,63,1
1997,92,1
1997,6,1
1997,112,1
1997,428,1
1997,319,1
1997,429,1
1997,128,1
1997,342,1
1997,34,1
1997,430,1
1997,431,1
1997,146,1
1997,432,1
1997,433,1
1997,434,1
1999,435,1
1999,152,1
1999,436,1
1999,60,1
2354,21,1
2354,160,1
2354,350,1
2354,151,1
2354,38,1
2354,254,1
2354,152,1
2354,223,1
2354,437,1
2354,66,1
2354,67,1
2354,403,1
2354,178,1
2354,438,1
2354,439,1
2354,440,1
2354,311,1
2354,34,1
2354,441,1
2354,442,1
2354,189,1
2440,20,1
2440,443,1
2440,444,1
2440,445,1
2440,38,1
2440,120,1
2440,168,1
2440,192,1
2440,446,1
2653,447,1
2653,448,1
2653,47,1
2653,93,1
2653,38,1
2653,77,1
2653,449,1
2653,48,1
2653,410,1
2653,191,1
2653,243,1
2653,32,1
2653,319,1
2653,180,1
2653,450,1
2653,429,1
2653,451,1
2653,34,1
2653,314,1
2653,452,1
2653,453,1
2654,427,1
2654,350,1
2654,290,1
2654,38,1
2654,254,1
2654,30,1
2654,333,1
2654,152,1
2654,153,1
2654,48,1
2654,454,1
2654,80,1
2654,455,1
2654,13,1
2654,183,1
2654,168,1
2654,456,1
2654,230,1
2654,132,1
2654,314,1
2654,457,1
2654,458,1
2654,459,1
2658,460,1
2658,461,1
2658,38,1
2658,462,1
2658,373,1
2658,463,1
2658,85,1
2658,178,1
2658,464,1
2658,339,1
2658,465,1
2658,13,1
2658,399,1
2658,439,1
2658,466,1
2658,467,1
2658,468,1
2658,469,1
2658,453,1
2663,470,1
2663,173,1
2663,302,1
2663,471,1
2663,472,1
2663,360,1
2663,79,1
2663,462,1
2663,123,1
2663,126,1
2663,86,1
2663,455,1
2663,473,1
2663,474,1
2663,475,1
2663,416,1
2663,476,1
2663,34,1
2663,477,1
2663,478,1
2665,63,1
2665,38,1
2665,161,1
2665,201,1
2665,9,1
2665,178,1
2665,339,1
2665,465,1
2665,13,1
2665,479,1
2665,421,1
2665,155,1
2665,480,1
2665,186,1
2665,230,1
2665,101,1
2665,468,1
2665,481,1
2665,299,1
2665,482,1
2695,483,1
2695,118,1
2695,484,1
2695,485,1
2695,486,1
2695,80,1
2695,243,1
2695,487,1
2695,9,1
2695,488,1
2695,217,1
2695,383,1
2695,248,1
2695,489,1
2695,18,1
2695,490,1
2695,491,1
2695,434,1
2696,492,1
2696,493,1
2696,494,1
2696,26,1
2696,495,1
2696,38,1
2696,322,1
2696,79,1
2696,120,1
2696,372,1
2696,496,1
2696,421,1
2696,439,1
2696,497,1
2696,498,1
2696,499,1
2696,490,1
2696,500,1
2696,501,1
2698,21,1
2698,502,1
2698,503,1
2698,333,1
2698,31,1
2698,486,1
2698,504,1
2698,505,1
2698,381,1
2698,506,1
2698,9,1
2698,214,1
2698,507,1
2698,216,1
2698,383,1
2698,218,1
2698,18,1
2698,508,1
2698,490,1
2702,232,1
2702,509,1
2702,510,1
2702,47,1
2702,471,1
2702,254,1
2702,111,1
2702,511,1
2702,462,1
2702,512,1
2702,513,1
2702,246,1
2702,514,1
2702,515,1
2702,214,1
2702,13,1
2702,128,1
2702,479,1
2702,516,1
2702,517,1
2702,518,1
3084,21,1
3084,519,1
3084,151,1
3084,47,1
3084,520,1
3084,521,1
3084,38,1
3084,152,1
3084,360,1
3084,522,1
3084,161,1
3084,523,1
3084,67,1
3084,347,1
3084,182,1
3084,129,1
3084,158,1
3084,257,1
3084,189,1
3085,524,1
3085,525,1
3085,526,1
3085,527,1
3085,47,1
3085,521,1
3085,528,1
3085,92,1
3085,254,1
3085,360,1
3085,529,1
3085,403,1
3085,530,1
3085,531,1
3085,532,1
3085,533,1
3085,534,1
3085,535,1
3085,536,1
3085,537,1
3095,402,1
3095,160,1
3095,46,1
3095,108,1
3095,6,1
3095,360,1
3095,242,1
3095,316,1
3095,80,1
3095,66,1
3095,403,1
3095,533,1
3095,182,1
3095,247,1
3095,353,1
3095,257,1
3095,101,1
3095,102,1
3095,249,1
3095,159,1
3095,220,1
3095,147,1
3095,299,1
3097,45,1
3097,1,1
3097,538,1
3097,315,1
3097,47,1
3097,63,1
3097,94,1
3097,38,1
3097,108,1
3097,66,1
3097,405,1
3097,81,1
3097,246,1
3097,533,1
3097,70,1
3097,129,1
3097,156,1
3097,539,1
3097,59,1
3097,540,1
3097,146,1
3097,541,1
3101,542,1
3101,21,1
3101,292,1
3101,63,1
3101,94,1
3101,334,1
3101,242,1
3101,222,1
3101,66,1
3101,161,1
3101,381,1
3101,278,1
3101,182,1
3101,543,1
3101,399,1
3101,248,1
3101,400,1
3101,257,1
3101,102,1
3101,280,1
3101,544,1
3112,118,1
3112,302,1
3112,545,1
3112,538,1
3112,26,1
3112,527,1
3112,461,1
3112,546,1
3112,63,1
3112,6,1
3112,242,1
3112,410,1
3112,547,1
3112,548,1
3112,549,1
3112,550,1
3112,182,1
3112,551,1
3112,238,1
3112,192,1
3112,298,1
3112,552,1
3112,553,1
3112,554,1
3187,358,1
3187,390,1
3187,122,1
3187,40,1
3187,337,1
3187,555,1
3191,21,1
3191,315,1
3191,47,1
3191,556,1
3191,93,1
3191,557,1
3191,558,1
3191,111,1
3191,323,1
3191,559,1
3191,243,1
3191,396,1
3191,233,1
3191,560,1
3191,561,1
3191,562,1
3191,86,1
3191,226,1
3191,563,1
3191,564,1
3192,538,1
3192,47,1
3192,390,1
3192,565,1
3192,39,1
3192,566,1
3192,70,1
3192,128,1
3192,563,1
3217,567,1
3217,107,1
3217,26,1
3217,38,1
3217,152,1
3217,568,1
3217,454,1
3217,120,1
3217,243,1
3217,318,1
3217,514,1
3217,569,1
3217,277,1
3217,13,1
3217,474,1
3217,129,1
3217,116,1
3217,34,1
3217,395,1
3217,60,1
3217,434,1
3217,570,1
3218,22,1
3218,107,1
3218,1,1
3218,427,1
3218,26,1
3218,151,1
3218,79,1
3218,112,1
3218,571,1
3218,96,1
3218,319,1
3218,572,1
3218,573,1
3218,13,1
3218,574,1
3218,383,1
3218,384,1
3218,219,1
3218,42,1
3218,145,1
3220,470,1
3220,575,1
3220,445,1
3220,38,1
3220,76,1
3220,123,1
3220,124,1
3220,576,1
3220,125,1
3220,126,1
3220,577,1
3220,578,1
3220,87,1
3220,13,1
3220,385,1
3220,219,1
3220,207,1
3220,250,1
3220,579,1
3220,580,1
3220,89,1
3222,0,1
3222,567,1
3222,160,1
3222,581,1
3222,26,1
3222,390,1
3222,92,1
3222,582,1
3222,152,1
3222,583,1
3222,260,1
3222,49,1
3222,530,1
3222,584,1
3222,585,1
3222,421,1
3222,399,1
3222,475,1
3222,132,1
3222,586,1
3222,482,1
3222,89,1
3223,587,1
3223,160,1
3223,302,1
3223,107,1
3223,26,1
3223,38,1
3223,76,1
3223,486,1
3223,80,1
3223,566,1
3223,405,1
3223,505,1
3223,588,1
3223,82,1
3223,589,1
3223,13,1
3223,385,1
3223,192,1
3223,117,1
3223,313,1
3223,299,1
3223,490,1
3223,590,1
3229,120,1
3229,591,1
3229,129,1
3229,18,1
3231,408,1
3231,388,1
3231,445,1
3231,38,1
3231,592,1
3231,568,1
3231,593,1
3231,323,1
3231,594,1
3231,486,1
3231,176,1
3231,595,1
3231,572,1
3231,13,1
3231,183,1
3231,330,1
3231,385,1
3231,192,1
3231,145,1
3231,596,1
3231,387,1
3231,544,1
3232,597,1
3232,107,1
3232,581,1
3232,598,1
3232,38,1
3232,557,1
3232,119,1
3232,486,1
3232,423,1
3232,566,1
3232,82,1
3232,599,1
3232,11,1
3232,600,1
3232,13,1
3232,398,1
3232,601,1
3232,131,1
3232,240,1
3232,60,1
3232,89,1
3232,570,1
3233,196,1
3233,602,1
3233,598,1
3233,47,1
3233,119,1
3233,360,1
3233,191,1
3233,454,1
3233,323,1
3233,112,1
3233,80,1
3233,588,1
3233,428,1
3233,603,1
3233,530,1
3233,11,1
3233,474,1
3233,128,1
3233,34,1
3233,132,1
3233,433,1
3235,196,1
3235,602,1
3235,160,1
3235,604,1
3235,197,1
3235,94,1
3235,605,1
3235,606,1
3235,583,1
3235,191,1
3235,568,1
3235,607,1
3235,111,1
3235,66,1
3235,381,1
3235,83,1
3235,608,1
3235,13,1
3235,421,1
3235,383,1
3235,131,1
3235,132,1
3235,145,1
3235,586,1
3236,609,1
3236,368,1
3236,46,1
3236,610,1
3236,38,1
3236,48,1
3236,486,1
3236,559,1
3236,611,1
3236,49,1
3236,612,1
3236,70,1
3236,13,1
3236,496,1
3236,613,1
3236,614,1
3236,310,1
3236,615,1
3236,192,1
3236,616,1
3237,0,1
3237,617,1
3237,1,1
3237,152,1
3237,323,1
3237,112,1
3237,80,1
3237,82,1
3237,32,1
3237,618,1
3237,226,1
3237,13,1
3237,619,1
3237,439,1
3237,385,1
3237,34,1
3237,42,1
3237,431,1
3237,145,1
3237,387,1
3240,620,1
3240,160,1
3240,621,1
3240,26,1
3240,495,1
3240,47,1
3240,390,1
3240,94,1
3240,38,1
3240,583,1
3240,593,1
3240,622,1
3240,623,1
3240,13,1
3240,475,1
3240,394,1
3240,158,1
3240,132,1
3240,624,1
3240,145,1
3240,482,1
3243,21,1
3243,118,1
3243,625,1
3243,22,1
3243,626,1
3243,26,1
3243,318,1
3243,530,1
3243,455,1
3243,627,1
3243,256,1
3243,628,1
3243,629,1
3243,441,1
3243,145,1
3243,60,1
3828,120,1
3828,630,1
3828,146,1
3932,21,1
3932,24,1
3932,5,1
3932,161,1
3932,631,1
3932,632,1
4274,524,1
4274,21,1
4274,22,1
4274,633,1
4274,26,1
4274,47,1
4274,444,1
4274,38,1
4274,333,1
4274,120,1
4274,111,1
4274,294,1
4274,161,1
4274,40,1
4274,84,1
4274,634,1
4274,635,1
4274,179,1
4274,219,1
4274,34,1
4274,636,1
4274,89,1
4329,369,1
4329,26,1
4329,637,1
4329,47,1
4329,94,1
4329,38,1
4329,410,1
4329,111,1
4329,112,1
4329,486,1
4329,326,1
4329,361,1
4329,245,1
4329,622,1
4329,561,1
4329,375,1
4329,128,1
4329,377,1
4329,34,1
4329,379,1
4329,252,1
4329,570,1
4330,133,1
4330,369,1
4330,47,1
4330,38,1
4330,48,1
4330,486,1
4330,559,1
4330,514,1
4330,577,1
4330,375,1
4330,215,1
4330,13,1
4330,144,1
4330,638,1
4330,377,1
4330,439,1
4330,639,1
4330,59,1
4330,379,1
4335,369,1
4335,370,1
4335,26,1
4335,47,1
4335,28,1
4335,152,1
4335,79,1
4335,112,1
4335,244,1
4335,50,1
4335,375,1
4335,640,1
4335,641,1
4335,13,1
4335,642,1
4335,128,1
4335,297,1
4335,379,1
4335,169,1
4335,643,1
4335,644,1
4553,21,1
4553,196,1
4553,1,1
4553,26,1
4553,38,1
4553,582,1
4553,645,1
4553,360,1
4553,80,1
4553,82,1
4553,319,1
4553,646,1
4553,572,1
4553,165,1
4553,13,1
4553,383,1
4553,248,1
4553,42,1
4553,145,1
4553,579,1
4553,104,1
4584,647,1
4584,358,1
4584,45,1
4584,4,1
4584,5,1
4584,38,1
4584,29,1
4584,334,1
4584,437,1
4584,588,1
4584,67,1
4584,9,1
4584,32,1
4584,235,1
4584,178,1
4584,534,1
4584,265,1
4584,186,1
4584,18,1
4584,648,1
4584,280,1
4637,47,1
4637,649,1
4637,38,1
4637,650,1
4637,153,1
4637,583,1
4637,651,1
4637,48,1
4637,191,1
4637,67,1
4637,652,1
4637,455,1
4637,13,1
4637,653,1
4637,480,1
4637,311,1
4637,508,1
4637,105,1
4649,150,1
4649,654,1
4649,22,1
4649,107,1
4649,1,1
4649,136,1
4649,38,1
4649,152,1
4649,79,1
4649,120,1
4649,111,1
4649,608,1
4649,178,1
4649,226,1
4649,543,1
4649,628,1
4649,168,1
4649,34,1
4649,655,1
4649,656,1
4649,468,1
4649,89,1
4660,657,1
4660,107,1
4660,38,1
4660,6,1
4660,78,1
4660,658,1
4660,559,1
4660,80,1
4660,66,1
4660,659,1
4660,13,1
4660,330,1
4660,383,1
4660,660,1
4660,661,1
4660,132,1
4660,192,1
4660,662,1
4660,663,1
4660,418,1
4804,664,1
4804,26,1
4804,47,1
4804,484,1
4804,521,1
4804,38,1
4804,48,1
4804,79,1
4804,607,1
4804,224,1
4804,284,1
4804,623,1
4804,86,1
4804,178,1
4804,181,1
4804,311,1
4804,458,1
4804,665,1
4804,666,1
4804,667,1
4878,668,1
4878,26,1
4878,669,1
4878,670,1
4878,38,1
4878,81,1
4878,67,1
4878,549,1
4878,234,1
4878,600,1
4878,182,1
4878,480,1
4878,400,1
4878,257,1
4878,671,1
4878,666,1
4983,24,1
4983,321,1
4983,326,1
4983,262,1
4983,54,1
4983,129,1
4983,417,1
4983,131,1
4983,280,1
5038,118,1
5038,672,1
5038,673,1
5038,448,1
5038,38,1
5038,485,1
5038,152,1
5038,153,1
5038,191,1
5038,559,1
5038,423,1
5038,505,1
5038,674,1
5038,576,1
5038,13,1
5038,429,1
5038,475,1
5038,536,1
5055,524,1
5055,427,1
5055,26,1
5055,258,1
5055,64,1
5055,254,1
5055,78,1
5055,48,1
5055,222,1
5055,80,1
5055,675,1
5055,676,1
5055,236,1
5055,398,1
5055,155,1
5055,310,1
5055,132,1
5055,395,1
5055,314,1
5055,677,1
5055,678,1
5055,61,1
5055,434,1
5062,47,1
5062,679,1
5062,108,1
5062,533,1
5062,102,1
5064,289,1
5064,408,1
5064,46,1
5064,26,1
5064,47,1
5064,63,1
5064,94,1
5064,77,1
5064,108,1
5064,568,1
5064,111,1
5064,680,1
5064,256,1
5064,533,1
5064,179,1
5064,182,1
5064,311,1
5064,257,1
5064,102,1
5064,616,1
5064,281,1
5069,46,1
5069,26,1
5069,47,1
5069,435,1
5069,4,1
5069,94,1
5069,108,1
5069,139,1
5069,243,1
5069,9,1
5069,681,1
5069,533,1
5069,182,1
5069,543,1
5069,247,1
5069,682,1
5069,257,1
5069,102,1
5069,636,1
5069,61,1
5069,89,1
5069,281,1
5075,21,1
5075,26,1
5075,527,1
5075,5,1
5075,78,1
5075,222,1
5075,111,1
5075,80,1
5075,210,1
5075,405,1
5075,83,1
5075,533,1
5075,182,1
5075,13,1
5075,156,1
5075,130,1
5075,385,1
5075,158,1
5075,131,1
5075,257,1
5075,102,1
5075,498,1
5075,666,1
5075,149,1
5086,47,1
5086,444,1
5086,4,1
5086,5,1
5086,558,1
5086,683,1
5086,48,1
5086,684,1
5086,514,1
5086,86,1
5086,685,1
5086,686,1
5086,439,1
5086,564,1
5086,687,1
5086,688,1
5194,79,1
5194,9,1
5194,18,1
5194,441,1
5194,159,1
5348,195,1
5348,26,1
5348,689,1
5348,38,1
5348,372,1
5348,80,1
5348,690,1
5348,487,1
5348,9,1
5348,513,1
5348,691,1
5348,692,1
5348,693,1
5348,217,1
5348,248,1
5348,439,1
5348,440,1
5348,385,1
5348,694,1
5348,695,1
5348,239,1
5348,489,1
5348,18,1
5348,490,1
5348,667,1
5454,538,1
5454,2,1
5454,292,1
5454,38,1
5454,322,1
5454,505,1
5454,201,1
5454,9,1
5454,696,1
5454,697,1
5454,698,1
5454,496,1
5454,247,1
5454,279,1
5454,699,1
5454,169,1
5454,700,1
5454,331,1
5454,490,1
5462,194,1
5462,195,1
5462,701,1
5462,196,1
5462,494,1
5462,197,1
5462,702,1
5462,153,1
5462,79,1
5462,199,1
5462,200,1
5462,201,1
5462,9,1
5462,86,1
5462,202,1
5462,703,1
5462,203,1
5462,704,1
5462,204,1
5462,205,1
5462,206,1
5462,239,1
5462,207,1
5462,59,1
5600,133,1
5600,107,1
5600,26,1
5600,258,1
5600,527,1
5600,153,1
5600,622,1
5600,705,1
5600,363,1
5600,247,1
5600,706,1
5600,238,1
5600,257,1
5600,539,1
5600,441,1
5600,468,1
5600,267,1
5600,707,1
5600,616,1
5869,133,1
5869,134,1
5869,26,1
5869,502,1
5869,47,1
5869,38,1
5869,111,1
5869,199,1
5869,505,1
5869,9,1
5869,352,1
5869,10,1
5869,708,1
5869,179,1
5869,496,1
5869,709,1
5869,129,1
5869,144,1
5869,219,1
5869,499,1
5869,61,1
5869,500,1
5959,134,1
5959,598,1
5959,710,1
5959,5,1
5959,38,1
5959,711,1
5959,48,1
5959,684,1
5959,712,1
5959,713,1
5959,714,1
5959,11,1
5959,715,1
5959,539,1
5959,192,1
5959,189,1
5966,107,1
5966,26,1
5966,716,1
5966,30,1
5966,79,1
5966,381,1
5966,318,1
5966,589,1
5966,274,1
5966,263,1
5966,12,1
5966,13,1
5966,383,1
5966,145,1
5966,60,1
5966,717,1
6125,718,1
6125,118,1
6125,719,1
6125,602,1
6125,151,1
6125,92,1
6125,38,1
6125,78,1
6125,48,1
6125,593,1
6125,111,1
6125,316,1
6125,720,1
6125,337,1
6125,178,1
6125,13,1
6125,129,1
6125,219,1
6125,34,1
6125,721,1
6125,314,1
6125,722,1
6125,434,1
6130,723,1
6130,427,1
6130,26,1
6130,371,1
6130,38,1
6130,410,1
6130,112,1
6130,80,1
6130,724,1
6130,87,1
6130,543,1
6130,429,1
6130,399,1
6130,101,1
6130,482,1
6130,518,1
6130,491,1
6151,134,1
6151,21,1
6151,1,1
6151,46,1
6151,2,1
6151,598,1
6151,315,1
6151,38,1
6151,322,1
6151,191,1
